X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,prey_date,prey_depth,prey_area,prey_abundance,prey_density,SVC_prey_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
90,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Chaetodontidae,Chaetodon capistratus,foureye butterflyfish,2,0,0,demersal,solitary,7.5,conspicuous,1,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,2,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,24.6875,colourful,compressiform,invertivore,2
91,143,BISC-W30a,Continuous,40,2,36.3846153846154,Tetraodontiformes,Monacanthidae,Monacanthus tuckeri,slender filefish,1,0,0,demersal,solitary,9,none,1,2014-09-16,30,153.93804,2,0.0129922402545855,2014-09-16,19.375,160,0,0,0.0129922402545855,0.0129922402545855,2.63850290842262,24.6875,colourful,compressiform,omnivore,1
92,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma atomarium,greenblotch parrotfish,1,0,0,demersal,shoaling,25,none,1,2014-09-16,30,153.93804,3,0.0194883603818783,2014-09-16,19.375,160,2,0.0125,0.00698836038187832,0.0319883603818783,0.417167253198487,24.6875,colourful,fusiform,herbivore,1
93,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,1,0,0,demersal,shoaling,25,conspicuous,0,2014-09-16,30,153.93804,3.5,0.0227364204455247,2014-09-16,19.375,160,63,0.39375,-0.371013579554475,0.416486420445525,-2.81124205689306,24.6875,colourful,fusiform,planktivore,1
94,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,1,0,0,demersal,shoaling,28,cryptic,1,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,39,0.24375,-0.237253879872707,0.250246120127293,-3.48585171108359,24.6875,colourful,fusiform,herbivore,1
95,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,1,0,0,demersal,shoaling,19.3,conspicuous,0,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,4,0.025,-0.0185038798727072,0.0314961201272928,-1.24371096769445,24.6875,colourful,elongated,invertivore,1
96,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,1,0,0,demersal,shoaling,35,conspicuous,0,2014-09-16,30,153.93804,1.5,0.00974418019093916,2014-09-16,19.375,160,0,0,0.00974418019093916,0.00974418019093916,2.37436423038886,24.6875,colourful,elongated,carnivore,1
97,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Stegastes partitus,bicolor damselfish,1,0,0,demersal,solitary,10,conspicuous,0,2014-09-16,30,153.93804,7.5,0.0487209009546958,2014-09-16,19.375,160,57,0.35625,-0.307529099045304,0.404970900954696,-1.97201042976254,24.6875,colourful,compressiform,omnivore,1
98,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,2,0,0,demersal,shoaling,28,cryptic,1,2014-09-16,30,153.93804,3,0.0194883603818783,2014-09-16,19.375,160,11,0.06875,-0.0492616396181217,0.0882383603818783,-1.2250604820586,24.6875,colourful,fusiform,herbivore,2
99,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,2,0,0,demersal,shoaling,19.3,conspicuous,0,2014-09-16,30,153.93804,5,0.0324806006364639,2014-09-16,19.375,160,21,0.13125,-0.0987693993635361,0.163730600636464,-1.37372788512083,24.6875,colourful,elongated,invertivore,2
100,143,BISC-W30a,Continuous,40,2,36.3846153846154,Tetraodontiformes,Ostraciidae,Lactophrys triqueter,smooth trunkfish,4,0,0,demersal,solitary,30,conspicuous,0,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875,colourful,globiform,invertivore,4
101,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Haemulidae,Haemulon plumierii,white grunt,4,0,0,demersal,schooling,59,none,0,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875,silvering,compressiform,carnivore,4
102,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,2,0,0,demersal,solitary,35,none,0,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875,neutral,compressiform,herbivore,2
103,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,2,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,24.6875,neutral,fusiform,carnivore,4
104,143,BISC-W30a,Continuous,40,2,36.3846153846154,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,1,0,0,demersal,solitary,12,conspicuous,0,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,7,0.04375,-0.0372538798727072,0.0502461201272928,-1.78670587439384,24.6875,colourful,globiform,omnivore,1
105,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Serranidae,Serranus baldwini,lantern bass,1,0,0,demersal,solitary,7.5,conspicuous,1,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875,camouflage,fusiform,carnivore,1
106,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,2,0,0,demersal,shoaling,25,conspicuous,0,2014-09-16,30,153.93804,9.5,0.0617131412092813,2014-09-16,19.375,160,74,0.4625,-0.400786858790719,0.524213141209281,-2.0002353706629,24.6875,colourful,fusiform,planktivore,2
107,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,3,0,0,demersal,shoaling,28,cryptic,1,2014-09-16,30,153.93804,11,0.0714573214002205,2014-09-16,19.375,160,1,0.00625,0.0652073214002205,0.0777073214002205,2.30199624931785,24.6875,colourful,fusiform,herbivore,3
108,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,2,0,0,demersal,shoaling,35,conspicuous,0,2014-09-16,30,153.93804,4.5,0.0292325405728175,2014-09-16,19.375,160,4,0.025,0.00423254057281748,0.0542325405728175,0.150822308681455,24.6875,colourful,elongated,carnivore,2
109,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Stegastes partitus,bicolor damselfish,2,0,0,demersal,solitary,10,conspicuous,0,2014-09-16,30,153.93804,2.5,0.0162403003182319,2014-09-16,19.375,160,25,0.15625,-0.140009699681768,0.172490300318232,-2.21058721064569,24.6875,colourful,compressiform,omnivore,2
110,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Chaetodontidae,Chaetodon capistratus,foureye butterflyfish,3,0,0,demersal,solitary,7.5,conspicuous,1,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875,colourful,compressiform,invertivore,3
111,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma atomarium,greenblotch parrotfish,2,0,0,demersal,shoaling,25,none,1,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875,colourful,fusiform,herbivore,2
112,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,3,0,0,demersal,shoaling,25,conspicuous,0,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,2,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,24.6875,colourful,fusiform,planktivore,3
113,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,4,0,0,demersal,shoaling,28,cryptic,1,2014-09-16,30,153.93804,1,0.00649612012729277,2014-09-16,19.375,160,2,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,24.6875,colourful,fusiform,herbivore,4
114,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Chaetodontidae,Chaetodon striatus,banded butterflyfish,3,0,0,demersal,shoaling,16,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,colourful,compressiform,invertivore,3
115,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Carangidae,Caranx ruber,bar jack,5,1,0,demersal,schooling,50,cryptic,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,6,0.0375,-0.0375,0.0375,-3.65065824129374,24.6875,silvering,fusiform,carnivore,5
116,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,2,0,0,demersal,solitary,10,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,neutral,compressiform,omnivore,2
117,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Chromis cyanea,blue chromis,2,0,0,demersal,shoaling,25,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,colourful,compressiform,planktivore,2
118,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,1,0,0,demersal,solitary,8,cryptic,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,11,0.06875,-0.06875,0.06875,-4.24491742070147,24.6875,camouflage,elongated,omnivore,1
119,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,2,0,0,demersal,solitary,8,cryptic,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,4,0.025,-0.025,0.025,-3.25809653802148,24.6875,camouflage,elongated,omnivore,2
120,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Serranidae,Hypoplectrus unicolor,butter hamlet,2,0,0,demersal,solitary,13,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,neutral,compressiform,carnivore,2
121,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Halichoeres maculipinna,clown wrasse,1,0,0,demersal,shoaling,18,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,elongated,invertivore,1
122,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Halichoeres maculipinna,clown wrasse,3,0,0,demersal,shoaling,18,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,colourful,elongated,invertivore,3
123,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Gobiidae,Coryphopterus dicrus,colon goby,1,0,0,demersal,solitary,5,cryptic,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,22,0.1375,-0.1375,0.1375,-4.93087032562739,24.6875,camouflage,elongated,omnivore,1
124,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Clepticus parrae,creole wrasse,2,0,0,demersal,shoaling,30,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,6,0.0375,-0.0375,0.0375,-3.65065824129374,24.6875,colourful,fusiform,planktivore,2
125,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Acanthuridae,Acanthurus chirurgus,doctorfish,5,0,0,demersal,solitary,35,cryptic,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,neutral,compressiform,herbivore,5
126,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,1,0,0,demersal,solitary,5.6,cryptic,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,35,0.21875,-0.21875,0.21875,-5.39249053656529,24.6875,camouflage,elongated,omnivore,1
127,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,2,0,0,demersal,solitary,5.6,cryptic,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,24.6875,camouflage,elongated,omnivore,2
128,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,neutral,fusiform,carnivore,3
129,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,neutral,fusiform,carnivore,5
130,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Serranidae,Serranus tigrinus,harlequin bass,1,0,0,demersal,solitary,12.3,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,camouflage,fusiform,invertivore,1
131,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Serranidae,Serranus tigrinus,harlequin bass,2,0,0,demersal,solitary,12.3,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,24.6875,camouflage,fusiform,invertivore,2
132,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Sciaenidae,Pareques acuminatus,highhat,3,0,1,demersal,schooling,25,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,fusiform,carnivore,3
133,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Stegastes diencaeus,longfin damselfish,2,0,0,demersal,solitary,13,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,5,0.03125,-0.03125,0.03125,-3.47351804324178,24.6875,neutral,compressiform,omnivore,2
134,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Stegastes diencaeus,longfin damselfish,3,0,0,demersal,solitary,13,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,neutral,compressiform,omnivore,3
135,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Gobiidae,Coryphopterus personatus,masked goby,1,0,0,demersal,schooling,4,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,15,0.09375,-0.09375,0.09375,-4.55124184396254,24.6875,colourful,elongated,planktivore,1
136,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,3,0,0,demersal,solitary,35,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,neutral,compressiform,herbivore,3
137,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,4,0,0,demersal,solitary,35,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,4,0.025,-0.025,0.025,-3.25809653802148,24.6875,neutral,compressiform,herbivore,4
138,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Gobiidae,Coryphopterus eidolon,pallid goby,1,0,0,demersal,solitary,6,cryptic,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,24.6875,camouflage,elongated,omnivore,1
139,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,5,0,0,demersal,shoaling,28,cryptic,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,24.6875,colourful,fusiform,herbivore,5
140,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacanthidae,Holacanthus tricolor,rock beauty,1,0,0,demersal,solitary,35,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,compressiform,omnivore,1
141,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Chaenopsidae,Acanthemblemaria aspera,roughhead blenny,1,0,0,benthic,solitary,4,cryptic,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,6,0.0375,-0.0375,0.0375,-3.65065824129374,24.6875,camouflage,elongated,invertivore,1
142,143,BISC-W30a,Continuous,40,2,36.3846153846154,Tetraodontiformes,Monacanthidae,Aluterus scriptus,scrawled filefish,6,0,0,demersal,solitary,110,conspicuous,1,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,compressiform,omnivore,6
143,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Abudefduf saxatilis,sergeant major,3,0,0,demersal,shoaling,23,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,compressiform,omnivore,3
144,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Bodianus rufus,spanish hogfish,4,0,0,demersal,solitary,40,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,fusiform,invertivore,4
145,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Chaetodontidae,Chaetodon ocellatus,spotfin butterflyfish,3,0,0,demersal,solitary,20,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,colourful,compressiform,invertivore,3
146,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,1,0,0,demersal,shoaling,50,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,colourful,fusiform,omnivore,1
147,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,2,0,0,demersal,shoaling,50,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,fusiform,omnivore,2
148,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,5,0,0,demersal,shoaling,50,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,colourful,fusiform,omnivore,5
149,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Scarus iseri,striped parrotfish,1,0,0,demersal,shoaling,35,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,24.6875,colourful,fusiform,herbivore,1
151,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Haemulidae,Haemulon plumierii,white grunt,3,0,0,demersal,schooling,59,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,silvering,compressiform,carnivore,3
152,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Haemulidae,Haemulon plumierii,white grunt,5,0,0,demersal,schooling,59,none,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,silvering,compressiform,carnivore,5
153,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,3,0,0,demersal,shoaling,19.3,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,colourful,elongated,invertivore,3
154,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Pomacentridae,Microspathodon chrysurus,yellowtail damselfish,3,0,0,demersal,solitary,21,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875,neutral,compressiform,omnivore,3
155,143,BISC-W30a,Continuous,40,2,36.3846153846154,Perciformes,Lutjanidae,Ocyurus chrysurus,yellowtail snapper,4,0,0,demersal,schooling,86.3,conspicuous,0,2014-09-16,30,153.93804,0,0,2014-09-16,19.375,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,24.6875,colourful,fusiform,carnivore,4
157,144,BISC-W40-b,Continuous,50,10,58.9230769230769,Perciformes,Labridae,Halichoeres garnoti,yellowhead wrasse,1,0,0,demersal,shoaling,19.3,conspicuous,0,2014-09-16,50,153.93804,1,0.00649612012729277,2014-09-16,54,80,1,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,52,colourful,elongated,invertivore,1
158,144,BISC-W40-b,Continuous,50,10,58.9230769230769,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,3,0,0,demersal,solitary,35,none,0,2014-09-16,50,153.93804,2,0.0129922402545855,2014-09-16,54,80,0,0,0.0129922402545855,0.0129922402545855,2.63850290842262,52,neutral,compressiform,herbivore,3
159,144,BISC-W40-b,Continuous,50,10,58.9230769230769,Perciformes,Mullidae,Pseudupeneus maculatus,spotted goatfish,5,0,0,demersal,shoaling,30,conspicuous,0,2014-09-16,50,153.93804,2,0.0129922402545855,2014-09-16,54,80,0,0,0.0129922402545855,0.0129922402545855,2.63850290842262,52,colourful,elongated,carnivore,5
