X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,pred_date,pred_depth,pred_area,pred_abundance,pred_density,SVC_pred_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
437,206,Ten 5A,Continuous,3,2,21.1153846153846,Anguilliformes,Muraenidae,Gymnothorax miliaris,goldentail moray,5,1,0,benthic,solitary,70,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,30,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,31,neutral,anguilliform,carnivore,5
438,206,Ten 5A,Continuous,3,2,21.1153846153846,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-22,32,176.7145868,0,0,2015-03-22,30,2000,2,0.001,-0.001,0.001,-0.693147180559945,31,neutral,fusiform,carnivore,4
439,206,Ten 5A,Continuous,3,2,21.1153846153846,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2015-03-22,32,176.7145868,0,0,2015-03-22,30,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,31,silvering,fusiform,invertivore,6
440,207,Conch 3A,Continuous,20,5,33.5384615384615,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,43,176.7145868,1,0.00565884241990599,2015-03-23,47.5,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,45.25,neutral,fusiform,carnivore,4
442,207,Conch 3A,Continuous,20,5,33.5384615384615,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-23,43,176.7145868,1,0.00565884241990599,2015-03-23,47.5,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,45.25,neutral,fusiform,carnivore,6
443,207,Conch 3A,Continuous,20,5,33.5384615384615,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,43,176.7145868,0,0,2015-03-23,47.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45.25,neutral,fusiform,carnivore,2
444,207,Conch 3A,Continuous,20,5,33.5384615384615,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,43,176.7145868,0,0,2015-03-23,47.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,45.25,neutral,fusiform,carnivore,5
445,207,Conch 3A,Continuous,20,5,33.5384615384615,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-23,43,176.7145868,0,0,2015-03-23,47.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45.25,camouflage,anguilliform,carnivore,6
446,208,Conch 4B,Continuous,18,2,18.5384615384615,Perciformes,Sphyraenidae,Sphyraena barracuda,barracuda,6,1,0,demersal,solitary,180,cryptic,0,2015-03-23,43,176.7145868,2,0.011317684839812,2015-03-23,44,2000,4,0.002,0.00931768483981199,0.013317684839812,1.41242373293188,43.5,silvering,elongated,carnivore,6
448,208,Conch 4B,Continuous,18,2,18.5384615384615,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,43,176.7145868,0,0,2015-03-23,44,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,43.5,neutral,fusiform,carnivore,3
449,208,Conch 4B,Continuous,18,2,18.5384615384615,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,43,176.7145868,0,0,2015-03-23,44,2000,2,0.001,-0.001,0.001,-0.693147180559945,43.5,neutral,fusiform,carnivore,4
450,208,Conch 4B,Continuous,18,2,18.5384615384615,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,43,176.7145868,0,0,2015-03-23,44,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,43.5,neutral,fusiform,carnivore,5
451,208,Conch 4B,Continuous,18,2,18.5384615384615,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,6,1,0,demersal,solitary,122,none,1,2015-03-23,43,176.7145868,0,0,2015-03-23,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,43.5,neutral,anguilliform,carnivore,6
452,208,Conch 4B,Continuous,18,2,18.5384615384615,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-23,43,176.7145868,0,0,2015-03-23,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,43.5,camouflage,anguilliform,carnivore,6
453,209,Conch 6A,Continuous,15,5,27.3846153846154,Perciformes,Sphyraenidae,Sphyraena barracuda,barracuda,6,1,0,demersal,solitary,180,cryptic,0,2015-03-23,45,176.7145868,1,0.00565884241990599,2015-03-23,43.5,2000,1,5e-4,0.00515884241990599,0.00615884241990599,1.49048055051236,44.25,silvering,elongated,carnivore,6
454,209,Conch 6A,Continuous,15,5,27.3846153846154,Perciformes,Epinephelidae,Cephalopholis fulva,coney,5,1,1,demersal,solitary,41,conspicuous,1,2015-03-23,45,176.7145868,1,0.00565884241990599,2015-03-23,43.5,2000,0,0,0.00565884241990599,0.00565884241990599,1.89594565862052,44.25,neutral,fusiform,carnivore,5
455,209,Conch 6A,Continuous,15,5,27.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,45,176.7145868,0,0,2015-03-23,43.5,2000,6,0.003,-0.003,0.003,-1.38629436111989,44.25,neutral,fusiform,carnivore,4
457,209,Conch 6A,Continuous,15,5,27.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,45,176.7145868,0,0,2015-03-23,43.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,44.25,neutral,fusiform,carnivore,2
458,209,Conch 6A,Continuous,15,5,27.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,45,176.7145868,0,0,2015-03-23,43.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,44.25,neutral,fusiform,carnivore,3
459,209,Conch 6A,Continuous,15,5,27.3846153846154,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-23,45,176.7145868,0,0,2015-03-23,43.5,2000,6,0.003,-0.003,0.003,-1.38629436111989,44.25,neutral,fusiform,carnivore,5
460,209,Conch 6A,Continuous,15,5,27.3846153846154,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-23,45,176.7145868,0,0,2015-03-23,43.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,44.25,neutral,fusiform,carnivore,3
461,209,Conch 6A,Continuous,15,5,27.3846153846154,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,5,1,0,demersal,solitary,122,none,1,2015-03-23,45,176.7145868,0,0,2015-03-23,43.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,44.25,neutral,anguilliform,carnivore,5
462,209,Conch 6A,Continuous,15,5,27.3846153846154,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-23,45,176.7145868,0,0,2015-03-23,43.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,44.25,camouflage,anguilliform,carnivore,6
463,210,KL-P2,Patch,40,20,25,Perciformes,Epinephelidae,Epinephelus morio,red grouper,3,1,0,demersal,solitary,125,none,1,2015-03-23,15,28.27433388,1,0.0353677651344195,2015-03-23,15.6666666666667,256.5,1,0.00389863547758285,0.0314691296568367,0.0392664006120023,2.00472611668801,15.3333333333333,neutral,fusiform,carnivore,3
464,210,KL-P2,Patch,40,20,25,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-23,15,28.27433388,1,0.0353677651344195,2015-03-23,15.6666666666667,256.5,1,0.00389863547758285,0.0314691296568367,0.0392664006120023,2.00472611668801,15.3333333333333,neutral,fusiform,carnivore,3
467,210,KL-P2,Patch,40,20,25,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-23,15,28.27433388,1,0.0353677651344195,2015-03-23,15.6666666666667,256.5,3,0.0116959064327485,0.023671858701671,0.047063671567168,1.0524031956852,15.3333333333333,neutral,fusiform,carnivore,6
468,210,KL-P2,Patch,40,20,25,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-23,15,28.27433388,1,0.0353677651344195,2015-03-23,15.6666666666667,256.5,2,0.00779727095516569,0.0275704941792538,0.0431650360895852,1.4192412544046,15.3333333333333,neutral,fusiform,carnivore,5
470,210,KL-P2,Patch,40,20,25,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,1,0.00389863547758285,-0.00389863547758285,0.00389863547758285,-1.58895669237282,15.3333333333333,neutral,anguilliform,carnivore,6
471,210,KL-P2,Patch,40,20,25,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,1,0.00389863547758285,-0.00389863547758285,0.00389863547758285,-1.58895669237282,15.3333333333333,neutral,fusiform,carnivore,4
473,210,KL-P2,Patch,40,20,25,Perciformes,Epinephelidae,Epinephelus morio,red grouper,4,1,0,demersal,solitary,125,none,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,4,0.0155945419103314,-0.0155945419103314,0.0155945419103314,-2.80907384071329,15.3333333333333,neutral,fusiform,carnivore,4
474,210,KL-P2,Patch,40,20,25,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,3,0.0116959064327485,-0.0116959064327485,0.0116959064327485,-2.54127961337563,15.3333333333333,neutral,fusiform,carnivore,5
476,210,KL-P2,Patch,40,20,25,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,2,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,1,0.00389863547758285,-0.00389863547758285,0.00389863547758285,-1.58895669237282,15.3333333333333,neutral,fusiform,carnivore,2
477,210,KL-P2,Patch,40,20,25,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,5,1,0,demersal,solitary,122,none,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,2,0.00779727095516569,-0.00779727095516569,0.00779727095516569,-2.17444155465623,15.3333333333333,neutral,anguilliform,carnivore,5
478,210,KL-P2,Patch,40,20,25,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,1,0.00389863547758285,-0.00389863547758285,0.00389863547758285,-1.58895669237282,15.3333333333333,camouflage,anguilliform,carnivore,5
479,210,KL-P2,Patch,40,20,25,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-23,15,28.27433388,0,0,2015-03-23,15.6666666666667,256.5,2,0.00779727095516569,-0.00779727095516569,0.00779727095516569,-2.17444155465623,15.3333333333333,camouflage,anguilliform,carnivore,6
483,211,DANGER 88,Patch,70,5,70.5,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2015-03-24,10,28.27433388,0,0,2015-03-24,10,283.5,1,0.00352733686067019,-0.00352733686067019,0.00352733686067019,-1.51013387714339,10,neutral,anguilliform,carnivore,6
485,211,DANGER 88,Patch,70,5,70.5,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-24,10,28.27433388,0,0,2015-03-24,10,283.5,1,0.00352733686067019,-0.00352733686067019,0.00352733686067019,-1.51013387714339,10,neutral,fusiform,carnivore,6
487,212,KL-P11,Patch,30,30,33.76,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-24,13,28.27433388,1,0.0353677651344195,2015-03-24,10,1197,1,8.35421888053467e-4,0.034532343246366,0.036203187022473,2.9864084422342,11.5,neutral,fusiform,carnivore,6
491,212,KL-P11,Patch,30,30,33.76,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-24,13,28.27433388,0,0,2015-03-24,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.607274366826637,11.5,neutral,fusiform,carnivore,6
492,212,KL-P11,Patch,30,30,33.76,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,2,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,13,28.27433388,0,0,2015-03-24,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.607274366826637,11.5,neutral,fusiform,carnivore,2
493,212,KL-P11,Patch,30,30,33.76,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,13,28.27433388,0,0,2015-03-24,10,1197,4,0.00334168755221387,-0.00334168755221387,0.00334168755221387,-1.46826310945047,11.5,neutral,fusiform,carnivore,3
494,212,KL-P11,Patch,30,30,33.76,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,13,28.27433388,0,0,2015-03-24,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.607274366826637,11.5,neutral,fusiform,carnivore,6
495,212,KL-P11,Patch,30,30,33.76,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2015-03-24,13,28.27433388,0,0,2015-03-24,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.607274366826637,11.5,neutral,fusiform,carnivore,5
500,213,KL-P13,Patch,40,30,29.0357142857143,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,6,1,0,demersal,solitary,122,none,1,2015-03-24,12,28.27433388,0,0,2015-03-24,14,1881,3,0.00159489633173844,-0.00159489633173844,0.00159489633173844,-0.953546566586117,13,neutral,anguilliform,carnivore,6
501,213,KL-P13,Patch,40,30,29.0357142857143,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-24,12,28.27433388,0,0,2015-03-24,14,1881,2,0.00106326422115896,-0.00106326422115896,0.00106326422115896,-0.724289302067875,13,neutral,fusiform,carnivore,6
502,213,KL-P13,Patch,40,30,29.0357142857143,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2015-03-24,12,28.27433388,0,0,2015-03-24,14,1881,2,0.00106326422115896,-0.00106326422115896,0.00106326422115896,-0.724289302067875,13,neutral,fusiform,carnivore,6
503,213,KL-P13,Patch,40,30,29.0357142857143,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,12,28.27433388,0,0,2015-03-24,14,1881,1,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-0.426333905783498,13,neutral,fusiform,carnivore,3
504,213,KL-P13,Patch,40,30,29.0357142857143,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,12,28.27433388,0,0,2015-03-24,14,1881,1,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-0.426333905783498,13,neutral,fusiform,carnivore,5
505,214,KL-P14,Patch,60,20,36.7142857142857,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-24,13,28.27433388,2,0.070735530268839,2015-03-24,17,816,2,0.00245098039215686,0.0682845498766821,0.0731865106609959,3.03432780326105,15,neutral,fusiform,carnivore,6
507,214,KL-P14,Patch,60,20,36.7142857142857,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,5,1,0,demersal,solitary,152,none,1,2015-03-24,13,28.27433388,1,0.0353677651344195,2015-03-24,17,816,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,15,neutral,fusiform,carnivore,5
513,214,KL-P14,Patch,60,20,36.7142857142857,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2015-03-24,13,28.27433388,0,0,2015-03-24,17,816,2,0.00245098039215686,-0.00245098039215686,0.00245098039215686,-1.23865836231383,15,neutral,fusiform,carnivore,6
514,215,KL-W12,Continuous,40,2,21.16,Perciformes,Epinephelidae,Cephalopholis fulva,coney,5,1,1,demersal,solitary,41,conspicuous,1,2015-03-24,56,176.7145868,1,0.00565884241990599,2015-03-24,57.5,2000,3,0.0015,0.00415884241990599,0.00715884241990599,0.979654926746365,56.75,neutral,fusiform,carnivore,5
515,215,KL-W12,Continuous,40,2,21.16,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-24,56,176.7145868,1,0.00565884241990599,2015-03-24,57.5,2000,2,0.001,0.00465884241990599,0.00665884241990599,1.20279847806057,56.75,neutral,fusiform,carnivore,3
516,215,KL-W12,Continuous,40,2,21.16,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2015-03-24,56,176.7145868,0,0,2015-03-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,fusiform,carnivore,4
517,215,KL-W12,Continuous,40,2,21.16,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2015-03-24,56,176.7145868,0,0,2015-03-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,fusiform,carnivore,5
518,215,KL-W12,Continuous,40,2,21.16,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,56,176.7145868,0,0,2015-03-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,fusiform,carnivore,4
519,215,KL-W12,Continuous,40,2,21.16,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,56,176.7145868,0,0,2015-03-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,fusiform,carnivore,5
520,215,KL-W12,Continuous,40,2,21.16,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-24,56,176.7145868,0,0,2015-03-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,neutral,fusiform,carnivore,6
521,215,KL-W12,Continuous,40,2,21.16,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2015-03-24,56,176.7145868,0,0,2015-03-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,56.75,camouflage,anguilliform,carnivore,5
522,217,KL-P5,Patch,35,40,48.0769230769231,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,5,1,0,demersal,solitary,145,none,1,2015-03-25,22,78.53981634,1,0.0127323954473103,2015-03-25,24.6666666666667,2805,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,23.3333333333333,neutral,fusiform,carnivore,5
524,217,KL-P5,Patch,35,40,48.0769230769231,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,5,1,0,demersal,solitary,152,none,1,2015-03-25,22,78.53981634,1,0.0127323954473103,2015-03-25,24.6666666666667,2805,1,3.5650623885918e-4,0.0123758892084511,0.0130889016861694,2.31484522034475,23.3333333333333,neutral,fusiform,carnivore,5
525,217,KL-P5,Patch,35,40,48.0769230769231,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2015-03-25,22,78.53981634,1,0.0127323954473103,2015-03-25,24.6666666666667,2805,5,0.0017825311942959,0.0109498642530144,0.0145149266416062,1.596396657691,23.3333333333333,neutral,fusiform,carnivore,6
527,217,KL-P5,Patch,35,40,48.0769230769231,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-25,22,78.53981634,0,0,2015-03-25,24.6666666666667,2805,9,0.00320855614973262,-0.00320855614973262,0.00320855614973262,-1.43711963156282,23.3333333333333,neutral,fusiform,carnivore,6
529,217,KL-P5,Patch,35,40,48.0769230769231,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-25,22,78.53981634,0,0,2015-03-25,24.6666666666667,2805,2,7.1301247771836e-4,-7.1301247771836e-4,7.1301247771836e-4,-0.538253503447596,23.3333333333333,neutral,fusiform,carnivore,6
530,217,KL-P5,Patch,35,40,48.0769230769231,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,6,1,0,demersal,solitary,122,none,1,2015-03-25,22,78.53981634,0,0,2015-03-25,24.6666666666667,2805,1,3.5650623885918e-4,-3.5650623885918e-4,3.5650623885918e-4,-0.304912452338989,23.3333333333333,neutral,anguilliform,carnivore,6
531,217,KL-P5,Patch,35,40,48.0769230769231,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2015-03-25,22,78.53981634,0,0,2015-03-25,24.6666666666667,2805,1,3.5650623885918e-4,-3.5650623885918e-4,3.5650623885918e-4,-0.304912452338989,23.3333333333333,neutral,fusiform,carnivore,5
532,217,KL-P5,Patch,35,40,48.0769230769231,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-25,22,78.53981634,0,0,2015-03-25,24.6666666666667,2805,3,0.00106951871657754,-0.00106951871657754,0.00106951871657754,-0.727316076175195,23.3333333333333,camouflage,anguilliform,carnivore,6
533,218,KL-P6,Patch,30,35,54.5833333333333,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-25,22,78.53981634,0,0,2015-03-25,20,399,1,0.0025062656641604,-0.0025062656641604,0.0025062656641604,-1.25455155777562,21,neutral,fusiform,carnivore,5
534,218,KL-P6,Patch,30,35,54.5833333333333,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-25,22,78.53981634,0,0,2015-03-25,20,399,2,0.0050125313283208,-0.0050125313283208,0.0050125313283208,-1.79384584594983,21,camouflage,anguilliform,carnivore,6
535,218,KL-P6,Patch,30,35,54.5833333333333,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,5,1,0,demersal,solitary,50,cryptic,1,2015-03-25,22,78.53981634,0,0,2015-03-25,20,399,2,0.0050125313283208,-0.0050125313283208,0.0050125313283208,-1.79384584594983,21,camouflage,fusiform,carnivore,5
536,218,KL-P6,Patch,30,35,54.5833333333333,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,5,1,0,demersal,solitary,122,none,1,2015-03-25,22,78.53981634,0,0,2015-03-25,20,399,1,0.0025062656641604,-0.0025062656641604,0.0025062656641604,-1.25455155777562,21,neutral,anguilliform,carnivore,5
537,218,KL-P6,Patch,30,35,54.5833333333333,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,6,1,0,demersal,solitary,122,none,1,2015-03-25,22,78.53981634,0,0,2015-03-25,20,399,1,0.0025062656641604,-0.0025062656641604,0.0025062656641604,-1.25455155777562,21,neutral,anguilliform,carnivore,6
538,218,KL-P6,Patch,30,35,54.5833333333333,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-25,22,78.53981634,0,0,2015-03-25,20,399,1,0.0025062656641604,-0.0025062656641604,0.0025062656641604,-1.25455155777562,21,neutral,fusiform,carnivore,6
539,219,KL-P7,Patch,40,35,56.2777777777778,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2015-03-25,18,28.27433388,0,0,2015-03-25,16,1606.5,1,6.22471210706505e-4,-6.22471210706505e-4,6.22471210706505e-4,-0.483950425652247,17,neutral,fusiform,carnivore,6
540,219,KL-P7,Patch,40,35,56.2777777777778,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2015-03-25,18,28.27433388,0,0,2015-03-25,16,1606.5,3,0.00186741363211951,-0.00186741363211951,0.00186741363211951,-1.05341044999307,17,neutral,fusiform,carnivore,6
541,219,KL-P7,Patch,40,35,56.2777777777778,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2015-03-25,18,28.27433388,0,0,2015-03-25,16,1606.5,1,6.22471210706505e-4,-6.22471210706505e-4,6.22471210706505e-4,-0.483950425652247,17,neutral,fusiform,carnivore,4
542,219,KL-P7,Patch,40,35,56.2777777777778,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2015-03-25,18,28.27433388,0,0,2015-03-25,16,1606.5,1,6.22471210706505e-4,-6.22471210706505e-4,6.22471210706505e-4,-0.483950425652247,17,neutral,fusiform,carnivore,6
543,219,KL-P7,Patch,40,35,56.2777777777778,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2015-03-25,18,28.27433388,0,0,2015-03-25,16,1606.5,1,6.22471210706505e-4,-6.22471210706505e-4,6.22471210706505e-4,-0.483950425652247,17,neutral,fusiform,carnivore,6
544,219,KL-P7,Patch,40,35,56.2777777777778,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2015-03-25,18,28.27433388,0,0,2015-03-25,16,1606.5,2,0.00124494242141301,-0.00124494242141301,0.00124494242141301,-0.808679873387814,17,camouflage,anguilliform,carnivore,6
546,220,KL-W11,Continuous,25,10,47.9615384615385,Anguilliformes,Muraenidae,Gymnothorax miliaris,goldentail moray,6,1,0,benthic,solitary,70,conspicuous,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,neutral,anguilliform,carnivore,6
547,220,KL-W11,Continuous,25,10,47.9615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2015-03-25,46,176.7145868,0,0,2015-03-25,44,2000,1,5e-4,-5e-4,5e-4,-0.405465108108165,45,neutral,fusiform,carnivore,3
