"","session","species","size_bin","SVC_abundance"
"3005",230,"spotfin butterflyfish",3,2
"3006",230,"black hamlet",2,2
"3007",230,"queen angelfish",3,1
"3008",230,"foureye butterflyfish",2,4
"3009",230,"blue chromis",1,1
"3010",230,"reef butterflyfish",2,4
"3011",230,"gray snapper",6,4
"3012",230,"yellowhead wrasse",1,2.25
"3013",230,"bicolor damselfish",1,31.5
"3014",230,"redband parrotfish",1,1
"3015",230,"striped parrotfish",1,1
"3016",230,"bluehead wrasse",1,1
"3017",230,"blue tang",3,1.25
"3018",230,"ocean surgeonfish",3,3.75
"3019",230,"brown chromis",2,13.5
"3020",230,"bar jack",4,9
"3021",230,"hogfish",5,37.5
"3022",230,"masked goby",1,140
"3023",230,"redband parrotfish",2,1.75
"3024",230,"striped parrotfish",2,3.75
"3025",230,"bluehead wrasse",2,31
"3026",230,"smooth trunkfish",5,1
"3027",230,"rock beauty",3,1
"3028",230,"indigo hamlet",3,1
"3029",230,"blue chromis",2,3
"3030",230,"yellowhead wrasse",2,5.75
"3031",230,"redband parrotfish",3,5.5
"3032",230,"striped parrotfish",3,13.25
"3033",230,"blue tang",4,2.75
"3034",230,"bicolor damselfish",2,10.5
"3035",230,"redband parrotfish",4,2.75
"3036",230,"ocean surgeonfish",4,1.25
"3037",230,"brown chromis",3,4.5
"3038",230,"hogfish",6,12.5
"3039",230,"queen angelfish",5,1
"3040",230,"yellowhead wrasse",3,1
"3041",230,"striped parrotfish",4,1
"3042",230,"blue tang",5,1
"3043",231,"ocean surgeonfish",2,1
"3044",231,"blue chromis",1,1
"3045",231,"redband parrotfish",3,1.5
"3046",231,"bicolor damselfish",1,13
"3047",231,"yellowhead wrasse",1,1
"3048",231,"bluehead wrasse",1,7
"3049",231,"hogfish",5,18.75
"3050",231,"yellowhead wrasse",2,8
"3051",231,"jolthead porgy",5,1
"3052",231,"butter hamlet",2,1
"3053",231,"harlequin bass",2,1
"3054",231,"doctorfish",4,1
"3055",231,"cocoa damselfish",2,1
"3056",231,"french grunt",3,1
"3057",231,"sharpnose puffer",1,1
"3058",231,"blue chromis",2,2
"3059",231,"redband parrotfish",4,4.5
"3060",231,"bicolor damselfish",2,39
"3061",231,"bluehead wrasse",2,21
"3062",231,"hogfish",6,56.25
"3063",231,"ocean surgeonfish",3,1
"3064",232,"ocean surgeonfish",2,1
"3065",232,"french angelfish",4,2
"3066",232,"foureye butterflyfish",2,2
"3067",232,"harlequin bass",2,2
"3068",232,"yellowhead wrasse",1,1
"3069",232,"clown wrasse",1,3
"3070",232,"slippery dick",2,3
"3071",232,"squirrelfish",4,3
"3072",232,"doctorfish",2,4
"3073",232,"bluehead wrasse",1,18
"3074",232,"striped parrotfish",2,3.75
"3075",232,"blue chromis",1,2.75
"3076",232,"bicolor damselfish",1,63
"3077",232,"redband parrotfish",2,5
"3078",232,"sharpnose puffer",1,6
"3079",232,"bluehead wrasse",2,44
"3080",232,"blue tang",3,1
"3081",232,"banded butterflyfish",2,1
"3082",232,"graysby",3,1
"3083",232,"yellowhead wrasse",2,2
"3084",232,"blue chromis",2,8.25
"3085",232,"striped parrotfish",3,1.25
"3086",232,"ocean surgeonfish",3,1
"3087",232,"squirrelfish",5,1
"3088",233,"redband parrotfish",2,2
"3089",233,"blue chromis",1,1
"3090",233,"harlequin bass",1,3
"3091",233,"blue tang",2,4
"3092",233,"ocean surgeonfish",2,1
"3093",233,"striped parrotfish",2,6
"3094",233,"bicolor damselfish",1,69
"3095",233,"yellowhead wrasse",1,1
"3096",233,"bluehead wrasse",1,23.25
"3097",233,"clown wrasse",1,4.5
"3098",233,"ocean surgeonfish",3,4
"3099",233,"yellowhead wrasse",2,8
"3100",233,"dusky damselfish",2,1
"3101",233,"rock beauty",2,1
"3102",233,"hogfish",4,1
"3103",233,"graysby",2,1
"3104",233,"french grunt",4,1
"3105",233,"stoplight parrotfish",4,1
"3106",233,"bar jack",4,1
"3107",233,"blue chromis",2,2
"3108",233,"bluehead wrasse",2,7.75
"3109",233,"clown wrasse",2,1.5
"3110",233,"redband parrotfish",3,1
"3111",233,"yellowhead wrasse",3,1
"3112",234,"rock beauty",2,1
"3113",234,"foureye butterflyfish",2,2
"3114",234,"gray angelfish",4,1
"3115",234,"spotted goatfish",2,1
"3116",234,"stoplight parrotfish",3,1
"3117",234,"redband parrotfish",2,1
"3118",234,"ocean surgeonfish",2,1
"3119",234,"doctorfish",3,4
"3120",234,"reef butterflyfish",2,4
"3121",234,"clown wrasse",2,4
"3122",234,"bicolor damselfish",1,36
"3123",234,"bluehead wrasse",1,18
"3124",234,"yellowhead wrasse",2,4
"3125",234,"hogfish",4,1
"3126",234,"graysby",3,1
"3127",234,"slippery dick",2,1
"3128",234,"redband parrotfish",3,3
"3129",234,"ocean surgeonfish",3,3
"3130",234,"bicolor damselfish",2,12
"3131",234,"bluehead wrasse",2,6
"3132",234,"rock beauty",3,1
"3133",234,"gray angelfish",5,1
"3134",234,"spotted goatfish",3,1
"3135",234,"stoplight parrotfish",4,1
"3136",234,"yellowhead wrasse",3,1
"3137",235,"yellowhead wrasse",1,1
"3138",235,"butter hamlet",2,2
"3139",235,"french grunt",2,1
"3140",235,"caesar grunt",3,2
"3141",235,"sharpnose puffer",1,3
"3142",235,"yellowtail snapper",3,1
"3143",235,"bicolor damselfish",1,24
"3144",235,"striped parrotfish",1,1
"3145",235,"redband parrotfish",2,5
"3146",235,"bluehead wrasse",1,3.25
"3147",235,"hogfish",3,1.25
"3148",235,"striped parrotfish",2,7
"3149",235,"blue chromis",2,1
"3150",235,"bar jack",4,1
"3151",235,"doctorfish",3,1
"3152",235,"princess parrotfish",3,1
"3153",235,"yellowtail snapper",4,2
"3154",235,"bluehead wrasse",2,9.75
"3155",235,"hogfish",4,3.75
"3156",235,"yellowhead wrasse",2,1
"3157",235,"french grunt",3,1
"3158",236,"reef butterflyfish",2,2
"3159",236,"stoplight parrotfish",1,1
"3160",236,"striped parrotfish",2,2
"3161",236,"hogfish",3,1
"3162",236,"doctorfish",2,2
"3163",236,"rock beauty",2,1
"3164",236,"redband parrotfish",3,1.25
"3165",236,"bluehead wrasse",1,19.5
"3166",236,"bicolor damselfish",1,62
"3167",236,"caesar grunt",2,1
"3168",236,"bluestriped grunt",2,1
"3169",236,"blue chromis",1,15.75
"3170",236,"french grunt",2,1
"3171",236,"brown chromis",1,7
"3172",236,"caesar grunt",3,7
"3173",236,"bluestriped grunt",3,12
"3174",236,"french grunt",3,20
"3175",236,"porkfish",5,1
"3176",236,"blue tang",2,1
"3177",236,"queen angelfish",4,1
"3178",236,"princess parrotfish",4,1
"3179",236,"yellowtail snapper",5,1
"3180",236,"squirrelfish",3,1
"3181",236,"hogfish",4,1
"3182",236,"rock beauty",3,2
"3183",236,"redband parrotfish",4,2.75
"3184",236,"bluehead wrasse",2,6.5
"3185",236,"blue chromis",2,5.25
"3186",236,"stoplight parrotfish",5,1
"3187",236,"hogfish",5,1
"3188",236,"doctorfish",3,1
"3189",236,"redband parrotfish",5,1
"3190",237,"smooth trunkfish",3,2
"3191",237,"redband parrotfish",2,1
"3192",237,"striped parrotfish",2,4
"3193",237,"foureye butterflyfish",2,4
"3194",237,"bluehead wrasse",1,9
"3195",237,"bicolor damselfish",1,28.5
"3196",237,"doctorfish",2,7
"3197",237,"yellowtail snapper",3,1
"3198",237,"blue chromis",1,5
"3199",237,"yellowtail snapper",4,10
"3200",237,"rock beauty",2,1
"3201",237,"barracuda",6,1
"3202",237,"spanish hogfish",3,1
"3203",237,"brown chromis",2,1
"3204",237,"bluehead wrasse",2,27
"3205",237,"bicolor damselfish",2,9.5
"3206",237,"redband parrotfish",3,1
"3207",238,"clown wrasse",2,3
"3208",238,"sharpnose puffer",1,3
"3209",238,"doctorfish",2,3
"3210",238,"striped parrotfish",1,1
"3211",238,"bicolor damselfish",1,31
"3212",238,"white grunt",3,6
"3213",238,"blue chromis",1,38
"3214",238,"slippery dick",3,1
"3215",238,"redband parrotfish",3,1
"3216",238,"harlequin bass",1,1
"3217",238,"striped parrotfish",2,3
"3218",238,"blue chromis",2,1
"3219",240,"reef butterflyfish",1,1
"3220",240,"harlequin bass",1,2
"3221",240,"redband parrotfish",2,3
"3222",240,"bar jack",3,1
"3223",240,"french grunt",2,4
"3224",240,"striped parrotfish",1,4.5
"3225",240,"bicolor damselfish",1,27
"3226",240,"blue chromis",1,22
"3227",240,"rock beauty",2,1
"3228",240,"ocean surgeonfish",2,1
"3229",240,"yellowhead wrasse",1,1
"3230",240,"barred hamlet",2,1
"3231",240,"doctorfish",2,1
"3232",240,"gray angelfish",4,1
"3233",240,"bar jack",4,1
"3234",240,"striped parrotfish",2,1.5
"3235",240,"reef butterflyfish",2,1
"3236",240,"bar jack",5,1
"3237",242,"squirrelfish",3,1
"3238",242,"hogfish",4,1
"3239",242,"blue tang",2,1
"3240",242,"reef butterflyfish",1,1
"3241",242,"queen angelfish",4,1
"3242",242,"spotfin butterflyfish",2,2
"3243",242,"redband parrotfish",2,1
"3244",242,"spotted goatfish",3,2
"3245",242,"striped parrotfish",3,3
"3246",242,"blue chromis",1,5
"3247",242,"bluehead wrasse",1,17
"3248",242,"bicolor damselfish",1,48
"3249",242,"brown chromis",1,1.5
"3250",242,"creole wrasse",1,36
"3251",242,"stoplight parrotfish",1,1
"3252",242,"spanish hogfish",3,1
"3253",242,"sharpnose puffer",1,1
"3254",242,"graysby",2,1
"3255",242,"porkfish",3,1
"3256",242,"blue hamlet",2,1
"3257",242,"brown chromis",2,4.5
"3258",242,"squirrelfish",4,1
"3259",242,"hogfish",5,1
"3260",242,"blue tang",3,1
"3261",242,"reef butterflyfish",2,1
"3262",242,"queen angelfish",5,1
"3263",242,"redband parrotfish",3,1
"3264",243,"reef butterflyfish",1,1
"3265",243,"banded butterflyfish",1,2
"3266",243,"porkfish",2,1
"3267",243,"blue angelfish",2,1
"3268",243,"yellowhead wrasse",1,2
"3269",243,"doctorfish",2,3
"3270",243,"blue tang",2,3
"3271",243,"bluehead wrasse",1,19.5
"3272",243,"ocean surgeonfish",2,2.25
"3273",243,"bar jack",4,1
"3274",243,"striped parrotfish",1,7
"3275",243,"tomtate",2,32
"3276",243,"bar jack",5,4
"3277",243,"graysby",2,1
"3278",243,"redband parrotfish",3,1
"3279",243,"rock beauty",2,1
"3280",243,"trumpetfish",5,1
"3281",243,"hogfish",4,1
"3282",243,"blue tang",3,9
"3283",243,"ocean surgeonfish",3,6.75
"3284",243,"bluehead wrasse",2,6.5
"3285",243,"reef butterflyfish",2,1
"3286",243,"porkfish",3,1
"3287",243,"blue angelfish",3,1
"3288",243,"doctorfish",3,1
"3289",244,"brown chromis",2,2
"3290",244,"yellowhead wrasse",1,1
"3291",244,"squirrelfish",4,1
"3292",244,"doctorfish",2,3
"3293",244,"white grunt",2,1
"3294",244,"striped parrotfish",1,1
"3295",244,"sharpnose puffer",1,3
"3296",244,"bluehead wrasse",1,4.5
"3297",244,"bicolor damselfish",1,76
"3298",244,"yellowtail damselfish",1,1
"3299",244,"yellowtail damselfish",2,4
"3300",244,"blue tang",2,1
"3301",244,"rock beauty",2,2
"3302",244,"spanish hogfish",2,1
"3303",244,"graysby",3,1
"3304",244,"white grunt",3,2
"3305",244,"striped parrotfish",2,2
"3306",244,"bluehead wrasse",2,13.5
"3307",244,"yellowhead wrasse",2,1
"3308",244,"squirrelfish",5,1
"3309",245,"foureye butterflyfish",1,1
"3310",245,"princess parrotfish",4,1
"3311",245,"spotfin butterflyfish",1,2
"3312",245,"yellowhead wrasse",2,3
"3313",245,"blue chromis",1,2
"3314",245,"doctorfish",1,1
"3315",245,"bicolor damselfish",1,16
"3316",245,"striped parrotfish",2,1
"3317",245,"bluehead wrasse",1,102
"3318",245,"striped parrotfish",3,8
"3319",245,"graysby",2,1
"3320",245,"smooth trunkfish",3,1
"3321",245,"spotted goatfish",3,1
"3322",245,"redband parrotfish",3,1
"3323",245,"barracuda",6,1
"3324",245,"butter hamlet",2,1
"3325",245,"queen angelfish",5,1
"3326",245,"yellowtail snapper",2,1
"3327",245,"spanish hogfish",2,1
"3328",245,"doctorfish",2,3
"3329",245,"bluehead wrasse",2,34
"3330",245,"foureye butterflyfish",2,1
"3331",245,"princess parrotfish",5,1
"3332",245,"blue chromis",2,1
"3333",246,"gray angelfish",4,2
"3334",246,"blue tang",1,1
"3335",246,"hogfish",2,1
"3336",246,"bar jack",2,1
"3337",246,"sergeant major",1,7.5
"3338",246,"bluestriped grunt",2,1
"3339",246,"lane snapper",2,2.25
"3340",246,"yellowtail snapper",2,1
"3341",246,"stoplight parrotfish",1,1
"3342",246,"smallmouth grunt",2,1.75
"3343",246,"white grunt",2,2.5
"3344",246,"bluehead wrasse",1,1
"3345",246,"striped parrotfish",1,14
"3346",246,"gray snapper",3,1
"3347",246,"hogfish",3,0.25
"3348",246,"bar jack",3,31.25
"3349",246,"bluestriped grunt",3,6
"3350",246,"yellowtail snapper",3,11
"3351",246,"stoplight parrotfish",2,2
"3352",246,"bluehead wrasse",2,13
"3353",246,"gray snapper",4,1.5
"3354",246,"rainbow parrotfish",6,1
"3355",246,"tomtate",2,1
"3356",246,"rock beauty",1,1
"3357",246,"blue tang",2,2
"3358",246,"hogfish",5,2.75
"3359",246,"sergeant major",2,22.5
"3360",246,"bluestriped grunt",4,14
"3361",246,"lane snapper",3,6.75
"3362",246,"stoplight parrotfish",3,6
"3363",246,"smallmouth grunt",3,5.25
"3364",246,"white grunt",3,7.5
"3365",246,"gray snapper",5,7.5
"3366",246,"bar jack",4,10.75
"3367",246,"bluestriped grunt",5,7
"3368",246,"stoplight parrotfish",4,2
"3369",246,"blue tang",3,1
"3370",246,"hogfish",6,1
"3371",246,"stoplight parrotfish",5,1
"3372",247,"bicolor damselfish",1,2
"3373",247,"ocean surgeonfish",4,2
"3374",247,"blue tang",3,2
"3375",247,"bluehead wrasse",1,1
"3376",247,"porkfish",1,2
"3377",247,"red grouper",6,3
"3378",247,"doctorfish",3,3
"3379",247,"blue parrotfish",4,4
"3380",247,"beaugregory",1,1
"3381",247,"masked goby",1,4
"3382",247,"hogfish",4,1
"3383",247,"sergeant major",1,1
"3384",247,"striped parrotfish",1,1
"3385",247,"white grunt",3,1.02
"3386",247,"hogfish",5,5
"3387",247,"sergeant major",2,5
"3388",247,"striped parrotfish",2,7
"3389",247,"white grunt",4,24.48
"3390",247,"gray snapper",5,1
"3391",247,"rainbow parrotfish",6,1
"3392",247,"bluestriped grunt",4,1
"3393",247,"french angelfish",3,1
"3394",247,"longfin damselfish",2,1
"3395",247,"beaugregory",2,3
"3396",247,"white grunt",5,76.5
"3397",247,"bluehead wrasse",2,1
"3398",248,"blue tang",1,1
"3399",248,"yellowtail snapper",2,1
"3400",248,"clown wrasse",2,3
"3401",248,"sergeant major",1,3
"3402",248,"beaugregory",1,3
"3403",248,"doctorfish",3,3
"3404",248,"lane snapper",2,11.25
"3405",248,"white grunt",1,1
"3406",248,"striped parrotfish",1,9
"3407",248,"hogfish",4,1
"3408",248,"french grunt",2,11
"3409",248,"bluestriped grunt",2,1
"3410",248,"gray angelfish",1,1
"3411",248,"gray snapper",3,1
"3412",248,"tomtate",1,1.5
"3413",248,"white grunt",2,21.5
"3414",248,"hogfish",5,4
"3415",248,"bluestriped grunt",3,2.25
"3416",248,"gray angelfish",2,0.25
"3417",248,"gray snapper",4,0.5
"3418",248,"tomtate",2,147
"3419",248,"saucereye porgy",4,1
"3420",248,"blue hamlet",2,1
"3421",248,"bluehead wrasse",2,1
"3422",248,"foureye butterflyfish",1,1
"3423",248,"rock hind",2,1
"3424",248,"goldspot goby",2,1
"3425",248,"neon goby",1,1
"3426",248,"red grouper",6,1
"3427",248,"white grunt",3,45
"3428",248,"bluestriped grunt",4,6.5
"3429",248,"gray angelfish",3,2.5
"3430",248,"gray snapper",5,4.5
"3431",248,"lane snapper",3,3.75
"3432",248,"white grunt",4,21.5
"3433",248,"striped parrotfish",2,3
"3434",248,"bluestriped grunt",5,3.25
"3435",248,"gray angelfish",4,0.25
"3436",248,"blue tang",4,1
"3437",248,"yellowtail snapper",4,1
"3438",248,"sergeant major",2,1
"3439",248,"beaugregory",2,1
"3440",248,"doctorfish",4,1
"3441",248,"white grunt",5,1
"3442",248,"gray angelfish",5,1
"3443",248,"tomtate",3,1.5
"3444",249,"blue tang",2,1
"3445",249,"bluehead wrasse",2,2
"3446",249,"beaugregory",1,1
"3447",249,"stoplight parrotfish",2,2
"3448",249,"yellow jack",5,2
"3449",249,"gray angelfish",2,1
"3450",249,"doctorfish",3,1
"3451",249,"hogfish",4,1
"3452",249,"gray snapper",2,1
"3453",249,"lane snapper",2,13
"3454",249,"atlantic spadefish",5,12
"3455",249,"bluestriped grunt",2,1
"3456",249,"yellowtail snapper",2,1
"3457",249,"white grunt",2,1
"3458",249,"striped parrotfish",1,1.25
"3459",249,"redband parrotfish",2,2
"3460",249,"tomtate",2,75
"3461",249,"gray snapper",3,2.25
"3462",249,"bluestriped grunt",3,2.5
"3463",249,"yellowtail snapper",3,0.5
"3464",249,"white grunt",3,21
"3465",249,"yellowhead wrasse",2,1
"3466",249,"slippery dick",2,1
"3467",249,"gray angelfish",3,1
"3468",249,"doctorfish",4,2
"3469",249,"hogfish",5,3
"3470",249,"gray snapper",4,6.5
"3471",249,"bluestriped grunt",4,9.5
"3472",249,"yellowtail snapper",4,3
"3473",249,"striped parrotfish",2,3.75
"3474",249,"redband parrotfish",3,4
"3475",249,"tomtate",3,225
"3476",249,"gray snapper",5,3.25
"3477",249,"yellowtail snapper",5,1.5
"3478",249,"redband parrotfish",4,2
"3479",249,"blue tang",3,1
"3480",249,"beaugregory",2,1
"3481",249,"gray angelfish",4,1
"3482",249,"lane snapper",3,1
"3483",249,"bluestriped grunt",5,1
"3484",249,"white grunt",4,1
"3485",250,"masked goby",1,2
"3486",250,"porkfish",3,1
"3487",250,"beaugregory",1,1
"3488",250,"bar jack",6,2
"3489",250,"bluehead wrasse",2,3
"3490",250,"bluestriped grunt",3,1
"3491",250,"atlantic spadefish",5,3
"3492",250,"yellowtail snapper",1,1
"3493",250,"hogfish",4,1
"3494",250,"white grunt",1,1
"3495",250,"french grunt",1,1
"3496",250,"lane snapper",2,1
"3497",250,"striped parrotfish",1,4.5
"3498",250,"tomtate",1,125
"3499",250,"silverside",1,250
"3500",250,"yellowtail snapper",2,3.5
"3501",250,"hogfish",5,4
"3502",250,"white grunt",2,17.75
"3503",250,"french grunt",2,58
"3504",250,"lane snapper",3,12
"3505",250,"gag grouper",6,1
"3506",250,"cottonwick",2,1
"3507",250,"dusky damselfish",2,1
"3508",250,"blue tang",3,1
"3509",250,"florida barred hamlet",2,1
"3510",250,"neon goby",1,1
"3511",250,"bluestriped grunt",5,3
"3512",250,"yellowtail snapper",3,12.5
"3513",250,"white grunt",3,37.5
"3514",250,"tomtate",2,375
"3515",250,"white grunt",4,17.75
"3516",250,"striped parrotfish",2,1.5
"3517",250,"porkfish",5,1
"3518",250,"beaugregory",2,1
"3519",250,"atlantic spadefish",6,1
"3520",250,"yellowtail snapper",4,1
"3521",250,"white grunt",5,1
"3522",250,"french grunt",3,1
"3523",251,"lionfish",4,2
"3524",251,"stoplight parrotfish",2,1
"3525",251,"yellowtail snapper",3,3
"3526",251,"blue runner",6,3
"3527",251,"bluestriped grunt",4,1
"3528",251,"striped parrotfish",1,1
"3529",251,"white grunt",3,26.25
"3530",251,"tomtate",3,97.5
"3531",251,"bluestriped grunt",5,48
"3532",251,"striped parrotfish",2,11
"3533",251,"blue tang",2,1
"3534",251,"beaugregory",1,1
"3535",251,"cocoa damselfish",2,1
"3536",251,"white grunt",4,78.75
"3537",251,"tomtate",4,32.5
"3538",251,"stoplight parrotfish",3,1
"3539",252,"gray angelfish",5,2
"3540",252,"hogfish",5,1
"3541",252,"cocoa damselfish",2,2
"3542",252,"colon goby",2,2
"3543",252,"yellowtail parrotfish",4,2
"3544",252,"yellow jack",5,3
"3545",252,"bluestriped grunt",4,4
"3546",252,"gray snapper",3,1
"3547",252,"striped parrotfish",2,25
"3548",252,"blue runner",4,6
"3549",252,"white grunt",2,1
"3550",252,"gray snapper",4,5
"3551",252,"white grunt",3,7.25
"3552",252,"seabream",3,1
"3553",252,"porkfish",3,1
"3554",252,"french angelfish",2,1
"3555",252,"redband parrotfish",3,1
"3556",252,"rosy blenny",1,1
"3557",252,"white grunt",4,2.75
"3558",252,"hogfish",6,1
"3559",253,"stoplight parrotfish",2,2
"3560",253,"blue tang",2,1
"3561",253,"gray snapper",4,1
"3562",253,"striped parrotfish",1,16.5
"3563",253,"porkfish",1,11
"3564",253,"gray snapper",5,16.25
"3565",253,"spotted moray",6,1
"3566",253,"atlantic spadefish",5,1
"3567",253,"cocoa damselfish",1,1
"3568",253,"redband parrotfish",2,1
"3569",253,"black grouper",5,1
"3570",253,"foureye butterflyfish",2,1
"3571",253,"red grouper",5,1
"3572",253,"sergeant major",2,1
"3573",253,"gray angelfish",3,1
"3574",253,"rainbow parrotfish",6,1
"3575",253,"green moray",6,1
"3576",253,"hogfish",5,1
"3577",253,"bridled goby",2,1
"3578",253,"gray snapper",6,5.75
"3579",253,"striped parrotfish",2,5.5
"3580",253,"blue tang",3,1
"3581",264,"blue tang",2,1
"3582",264,"stoplight parrotfish",2,2
"3583",264,"gray angelfish",3,1
"3584",264,"schoolmaster snapper",2,1
"3585",264,"sergeant major",2,26.25
"3586",264,"bluestriped grunt",3,1
"3587",264,"white grunt",4,68
"3588",264,"french grunt",2,1
"3589",264,"black grunt",4,25.5
"3590",264,"caesar grunt",4,150
"3591",264,"schoolmaster snapper",3,67.25
"3592",264,"bluestriped grunt",4,33
"3593",264,"french grunt",3,14
"3594",264,"striped parrotfish",2,1
"3595",264,"black grunt",5,76.5
"3596",264,"schoolmaster snapper",4,22.75
"3597",264,"sergeant major",3,8.75
"3598",264,"blue tang",3,1
"3599",264,"gray angelfish",4,1
"3600",264,"white grunt",5,1
"3601",265,"gray angelfish",4,1
"3602",265,"bicolor damselfish",1,39
"3603",265,"blue tang",2,1
"3604",265,"striped parrotfish",1,25
"3605",265,"french grunt",2,33
"3606",265,"spanish grunt",2,9
"3607",265,"clown wrasse",2,5
"3608",265,"yellowhead wrasse",1,1
"3609",265,"tomtate",1,1.1
"3610",265,"blue tang",3,9
"3611",265,"yellowhead wrasse",2,4
"3612",265,"tomtate",2,108.9
"3613",265,"yellowtail snapper",2,1
"3614",265,"blackear wrasse",2,1
"3615",265,"harlequin bass",2,1
"3616",265,"bluehead wrasse",2,1
"3617",265,"cocoa damselfish",2,1
"3618",265,"bicolor damselfish",2,13
"3619",265,"french grunt",3,11
"3620",265,"gray angelfish",5,1
"3621",266,"queen angelfish",4,1
"3622",266,"butter hamlet",2,2
"3623",266,"foureye butterflyfish",2,2
"3624",266,"sharpnose puffer",1,2
"3625",266,"redband parrotfish",2,1
"3626",266,"bicolor damselfish",1,67
"3627",266,"french grunt",2,10.5
"3628",266,"blue tang",2,1
"3629",266,"striped parrotfish",1,1
"3630",266,"yellowhead wrasse",1,3
"3631",266,"tomtate",2,150
"3632",266,"blue tang",3,4
"3633",266,"striped parrotfish",2,5
"3634",266,"black grouper",6,1
"3635",266,"harlequin bass",2,1
"3636",266,"blue chromis",1,1
"3637",266,"hogfish",6,1
"3638",266,"smooth trunkfish",2,1
"3639",266,"spotfin butterflyfish",2,1
"3640",266,"cero",5,1
"3641",266,"cocoa damselfish",1,1
"3642",266,"beaugregory",2,1
"3643",266,"redband parrotfish",3,2
"3644",266,"yellowhead wrasse",2,9
"3645",266,"french grunt",3,3.5
"3646",266,"queen angelfish",5,1
"3647",267,"rainbow parrotfish",5,1
"3648",267,"cocoa damselfish",1,1
"3649",267,"harlequin bass",2,2
"3650",267,"french angelfish",3,1
"3651",267,"blue tang",3,3
"3652",267,"yellowhead wrasse",1,1
"3653",267,"bicolor damselfish",2,53.25
"3654",267,"tomtate",1,10.5
"3655",267,"bluehead wrasse",2,20
"3656",267,"french grunt",2,25.5
"3657",267,"striped parrotfish",2,12
"3658",267,"spanish grunt",2,1
"3659",267,"yellowhead wrasse",2,4
"3660",267,"spanish grunt",3,5
"3661",267,"clown wrasse",1,1
"3662",267,"blue parrotfish",5,1
"3663",267,"tomtate",2,31.5
"3664",267,"bicolor damselfish",1,17.75
"3665",267,"french grunt",3,8.5
"3666",267,"striped parrotfish",1,4
"3667",267,"spanish grunt",4,2
"3668",267,"rainbow parrotfish",6,1
"3669",267,"cocoa damselfish",2,1
"3670",267,"french angelfish",4,1
"3671",267,"bluehead wrasse",3,1
"3672",268,"cocoa damselfish",2,2
"3673",268,"stoplight parrotfish",3,3
"3674",268,"bluestriped grunt",2,2
"3675",268,"striped parrotfish",2,4
"3676",268,"french grunt",2,4
"3677",268,"white grunt",2,8.25
"3678",268,"brown chromis",2,9
"3679",268,"caesar grunt",2,2.5
"3680",268,"sergeant major",2,5
"3681",268,"porcupinefish",3,1
"3682",268,"sharpnose puffer",2,1
"3683",268,"caesar grunt",3,7.5
"3684",268,"white grunt",3,2.75
"3685",268,"bluestriped grunt",3,1
"3686",269,"bicolor damselfish",1,1
"3687",269,"mahogany snapper",3,1
"3688",269,"bluestriped grunt",2,1
"3689",269,"redband parrotfish",2,1
"3690",269,"striped parrotfish",1,3.75
"3691",269,"spanish grunt",2,3.75
"3692",269,"bluehead wrasse",1,1
"3693",269,"sergeant major",1,12
"3694",269,"clown wrasse",1,7.5
"3695",269,"bluehead wrasse",2,19
"3696",269,"ocean surgeonfish",2,1
"3697",269,"bucktooth parrotfish",2,1
"3698",269,"bluestriped grunt",3,2
"3699",269,"redband parrotfish",3,2
"3700",269,"striped parrotfish",2,11.25
"3701",269,"spanish grunt",3,1.25
"3702",269,"clown wrasse",2,2.5
"3703",269,"bicolor damselfish",2,1
"3704",269,"mahogany snapper",4,1
"3705",270,"clown wrasse",2,2
"3706",270,"striped parrotfish",1,5.25
"3707",270,"hogfish",3,1
"3708",270,"bluestriped grunt",2,1
"3709",270,"redband parrotfish",2,1
"3710",270,"porkfish",5,1
"3711",270,"striped parrotfish",2,1.75
"3712",271,"gray snapper",4,3
"3713",271,"redband parrotfish",3,2
"3714",271,"bluestriped grunt",3,1
"3715",271,"stoplight parrotfish",2,1
"3716",271,"caesar grunt",3,1
"3717",271,"striped parrotfish",1,2.75
"3718",271,"caesar grunt",4,7
"3719",271,"white grunt",3,1
"3720",271,"bar jack",2,1
"3721",271,"bluestriped grunt",4,3
"3722",271,"stoplight parrotfish",3,2
"3723",271,"striped parrotfish",2,8.25
"3724",271,"redband parrotfish",4,1
"3725",271,"stoplight parrotfish",4,1
"3726",272,"bicolor damselfish",1,1
"3727",272,"sergeant major",1,2
"3728",272,"beaugregory",1,1
"3729",272,"gray angelfish",3,1
"3730",272,"white grunt",3,1
"3731",272,"striped parrotfish",1,2.75
"3732",272,"spanish grunt",2,5
"3733",272,"yellowtail snapper",3,1
"3734",272,"chub sp.",4,1
"3735",272,"bluehead wrasse",2,1
"3736",272,"cocoa damselfish",2,1
"3737",272,"clown wrasse",2,1
"3738",272,"red grouper",5,1
"3739",272,"beaugregory",2,2
"3740",272,"gray angelfish",4,1
"3741",272,"white grunt",4,3
"3742",272,"striped parrotfish",2,8.25
"3743",272,"bicolor damselfish",2,1
"3744",272,"sergeant major",2,1
"3745",272,"gray angelfish",5,1
"3746",273,"caesar grunt",3,1
"3747",273,"foureye butterflyfish",1,2
"3748",273,"hogfish",3,1
"3749",273,"beaugregory",1,2
"3750",273,"gray snapper",3,1
"3751",273,"sergeant major",1,1
"3752",273,"striped parrotfish",1,3.75
"3753",273,"gray snapper",4,19
"3754",273,"sergeant major",2,7
"3755",273,"butter hamlet",2,1
