"","session","species","size_bin","prey_abundance"
"798",160,"stoplight parrotfish",6,1
"799",160,"striped parrotfish",1,15
"800",160,"striped parrotfish",2,77
"801",160,"striped parrotfish",3,5
"802",160,"striped parrotfish",4,2
"803",160,"threespot damselfish",2,3
"804",160,"tomtate",1,30
"805",160,"tomtate",2,4
"806",160,"tomtate",3,8
"807",160,"tomtate",4,16
"808",160,"tomtate",5,2
"809",160,"white grunt",1,1
"810",160,"white grunt",2,99
"811",160,"white grunt",3,64
"812",160,"white grunt",4,27
"813",160,"white grunt",5,9
"814",161,"banded butterflyfish",2,1
"815",161,"bicolor damselfish",1,50
"816",161,"bicolor damselfish",2,60
"817",161,"black hamlet",2,2
"818",161,"blue chromis",1,1
"819",161,"blue chromis",2,23
"820",161,"blue chromis",3,7
"821",161,"blue runner",5,10
"822",161,"blue runner",6,10
"823",161,"blue tang",3,1
"824",161,"blue tang",4,2
"825",161,"bluehead wrasse",1,25
"826",161,"bluehead wrasse",2,67
"827",161,"bluehead wrasse",3,4
"828",161,"bridled goby",1,22
"829",161,"bridled goby",2,14
"830",161,"brown chromis",3,6
"831",161,"brown chromis",4,2
"832",161,"butter hamlet",2,2
"833",161,"colon goby",1,2
"834",161,"creole wrasse",2,46
"835",161,"creole wrasse",3,2
"836",161,"foureye butterflyfish",2,2
"837",161,"goldspot goby",1,52
"838",161,"goldspot goby",2,9
"839",161,"graysby",2,1
"840",161,"graysby",3,1
"841",161,"graysby",4,1
"842",161,"graysby",5,1
"843",161,"greenblotch parrotfish",1,2
"844",161,"harlequin bass",1,1
"845",161,"harlequin bass",2,2
"846",161,"masked goby",1,1314
"847",161,"ocean surgeonfish",5,1
"848",161,"pallid goby",1,37
"849",161,"pallid goby",2,7
"850",161,"queen angelfish",2,1
"851",161,"redband parrotfish",1,10
"852",161,"redband parrotfish",2,9
"853",161,"redband parrotfish",3,1
"854",161,"redband parrotfish",4,3
"855",161,"redband parrotfish",5,1
"856",161,"reef butterflyfish",2,2
"857",161,"rock beauty",2,1
"858",161,"roughhead blenny",1,9
"859",161,"sharpnose puffer",1,16
"860",161,"sharpnose puffer",2,2
"861",161,"spotfin butterflyfish",3,4
"862",161,"stoplight parrotfish",1,1
"863",161,"stoplight parrotfish",2,1
"864",161,"striped parrotfish",2,13
"865",161,"striped parrotfish",3,1
"866",161,"white grunt",5,1
"867",161,"yellowhead wrasse",1,8
"868",161,"yellowhead wrasse",2,21
"869",161,"yellowhead wrasse",3,8
"870",161,"yellowhead wrasse",4,2
"871",162,"bar jack",3,1
"872",162,"beaugregory",2,1
"873",162,"bicolor damselfish",1,1
"874",162,"bluehead wrasse",1,3
"875",162,"bluehead wrasse",2,7
"876",162,"bluestriped grunt",4,2
"877",162,"bluestriped grunt",5,31
"878",162,"butter hamlet",2,1
"879",162,"cottonwick",2,38
"880",162,"french grunt",2,1
"881",162,"gray angelfish",6,1
"882",162,"gray snapper",5,5
"883",162,"gray snapper",6,1
"884",162,"greenblotch parrotfish",2,1
"885",162,"hogfish",6,1
"886",162,"porkfish",3,1
"887",162,"porkfish",4,1
"888",162,"puddingwife",2,1
"889",162,"redband parrotfish",1,1
"890",162,"redband parrotfish",2,16
"891",162,"redband parrotfish",4,1
"892",162,"sergeant major",2,15
"893",162,"sharpnose puffer",2,1
"894",162,"slippery dick",2,10
"895",162,"smallmouth grunt",2,12
"896",162,"smallmouth grunt",3,24
"897",162,"spotted goatfish",4,1
"898",162,"stoplight parrotfish",1,6
"899",162,"stoplight parrotfish",2,4
"900",162,"tomtate",1,240
"901",162,"tomtate",2,90
"902",162,"white grunt",2,41
"903",162,"white grunt",3,18
"904",162,"white grunt",4,1
"905",162,"white grunt",5,9
"906",162,"yellowtail snapper",2,8
"907",162,"yellowtail snapper",3,4
"908",163,"beaugregory",1,4
"909",163,"beaugregory",2,11
"910",163,"bicolor damselfish",1,3
"911",163,"blue parrotfish",2,5
"912",163,"blue parrotfish",6,1
"913",163,"blue tang",3,1
"914",163,"bluehead wrasse",2,4
"915",163,"bluehead wrasse",3,1
"916",163,"bluestriped grunt",4,2
"917",163,"bluestriped grunt",5,7
"918",163,"bridled goby",1,11
"919",163,"bridled goby",2,5
"920",163,"butter hamlet",2,1
"921",163,"colon goby",1,3
"922",163,"dusky damselfish",2,2
"923",163,"foureye butterflyfish",1,1
"924",163,"foureye butterflyfish",2,4
"925",163,"french grunt",2,5
"926",163,"french grunt",3,5
"927",163,"french grunt",4,2
"928",163,"goldspot goby",1,3
"929",163,"goldspot goby",2,3
"930",163,"gray angelfish",4,1
"931",163,"gray angelfish",5,2
"932",163,"gray snapper",3,8
"933",163,"gray snapper",4,9
"934",163,"gray snapper",5,6
"935",163,"neon goby",1,2
"936",163,"ocean surgeonfish",4,1
"937",163,"porkfish",1,1
"938",163,"porkfish",2,1
"939",163,"porkfish",4,1
"940",163,"porkfish",5,1
"941",163,"queen angelfish",3,2
"942",163,"red grouper",6,1
"943",163,"redband parrotfish",1,3
"944",163,"redband parrotfish",2,8
"945",163,"sergeant major",1,4
"946",163,"sharpnose puffer",2,1
"947",163,"slippery dick",2,5
"948",163,"slippery dick",3,2
"949",163,"spotfin butterflyfish",3,2
"950",163,"stoplight parrotfish",1,4
"951",163,"stoplight parrotfish",2,12
"952",163,"striped parrotfish",1,34
"953",163,"striped parrotfish",2,45
"954",163,"striped parrotfish",3,1
"955",163,"threespot damselfish",2,2
"956",163,"tomtate",1,64
"957",163,"tomtate",2,2
"958",163,"tomtate",3,8
"959",163,"tomtate",5,4
"960",163,"white grunt",2,2
"961",163,"white grunt",3,2
"962",163,"white grunt",4,11
"963",163,"white grunt",5,9
"964",164,"bar jack",5,1
"965",164,"bar jack",6,1
"966",164,"beaugregory",2,4
"967",164,"bicolor damselfish",1,1
"968",164,"blue parrotfish",1,1
"969",164,"blue parrotfish",2,1
"970",164,"blue parrotfish",3,1
"971",164,"blue tang",2,1
"972",164,"blue tang",3,1
"973",164,"bluehead wrasse",2,1
"974",164,"bridled goby",1,5
"975",164,"butter hamlet",2,2
"976",164,"doctorfish",5,1
"977",164,"foureye butterflyfish",2,1
"978",164,"french grunt",2,8
"979",164,"goldspot goby",1,2
"980",164,"goldspot goby",2,12
"981",164,"greenblotch parrotfish",2,1
"982",164,"hogfish",5,2
"983",164,"lane snapper",2,1
"984",164,"neon goby",1,1
"985",164,"puddingwife",2,1
"986",164,"redband parrotfish",1,1
"987",164,"redband parrotfish",2,7
"988",164,"rosy blenny",1,1
"989",164,"sergeant major",1,1
"990",164,"sergeant major",2,3
"991",164,"slippery dick",1,1
"992",164,"slippery dick",2,13
"993",164,"slippery dick",3,1
"994",164,"spotfin butterflyfish",3,1
"995",164,"spotted moray",6,1
"996",164,"stoplight parrotfish",1,1
"997",164,"stoplight parrotfish",2,2
"998",164,"striped parrotfish",1,35
"999",164,"striped parrotfish",2,10
"1000",164,"striped parrotfish",4,1
"1001",164,"tomtate",1,15
"1002",164,"tomtate",2,46
"1003",164,"tomtate",3,36
"1004",164,"white grunt",1,8
"1005",164,"white grunt",2,46
"1006",164,"white grunt",3,1
"1007",164,"yellowtail snapper",2,1
"1008",165,"banded butterflyfish",2,1
"1009",165,"bicolor damselfish",1,23
"1010",165,"bicolor damselfish",2,29
"1011",165,"blue chromis",2,31
"1012",165,"blue chromis",3,3
"1013",165,"blue tang",2,1
"1014",165,"blue tang",4,1
"1015",165,"bluehead wrasse",1,31
"1016",165,"bluehead wrasse",2,22
"1017",165,"bridled goby",1,4
"1018",165,"bridled goby",2,1
"1019",165,"brown chromis",3,2
"1020",165,"butter hamlet",2,5
"1021",165,"clown wrasse",2,1
"1022",165,"colon goby",1,1
"1023",165,"creole wrasse",3,2
"1024",165,"creole wrasse",4,6
"1025",165,"doctorfish",5,1
"1026",165,"foureye butterflyfish",2,4
"1027",165,"goldspot goby",1,12
"1028",165,"gray angelfish",5,2
"1029",165,"graysby",2,2
"1030",165,"graysby",3,1
"1031",165,"graysby",4,1
"1032",165,"greenblotch parrotfish",1,6
"1033",165,"greenblotch parrotfish",2,3
"1034",165,"harlequin bass",1,1
"1035",165,"harlequin bass",2,5
"1036",165,"hogfish",5,1
"1037",165,"masked goby",1,433
"1038",165,"ocean surgeonfish",2,1
"1039",165,"ocean surgeonfish",3,1
"1040",165,"ocean surgeonfish",4,1
"1041",165,"pallid goby",1,18
"1042",165,"pallid goby",2,1
"1043",165,"princess parrotfish",2,1
"1044",165,"princess parrotfish",3,2
"1045",165,"queen angelfish",2,1
"1046",165,"redband parrotfish",1,44
"1047",165,"redband parrotfish",2,11
"1048",165,"redband parrotfish",3,6
"1049",165,"redband parrotfish",4,2
"1050",165,"redband parrotfish",5,2
"1051",165,"rock beauty",3,1
"1052",165,"roughhead blenny",1,4
"1053",165,"scrawled filefish",6,3
"1054",165,"sharpnose puffer",1,12
"1055",165,"sharpnose puffer",2,2
"1056",165,"spanish hogfish",5,1
"1057",165,"spotted goatfish",3,1
"1058",165,"spotted goatfish",4,1
"1059",165,"spotted trunkfish",6,1
"1060",165,"stoplight parrotfish",1,1
"1061",165,"stoplight parrotfish",2,4
"1062",165,"striped parrotfish",1,9
"1063",165,"striped parrotfish",2,20
"1064",165,"striped parrotfish",3,3
"1065",165,"striped parrotfish",4,1
"1066",165,"yellowhead wrasse",1,3
"1067",165,"yellowhead wrasse",2,22
"1068",165,"yellowhead wrasse",3,11
"1069",165,"yellowhead wrasse",4,3
"1070",166,"bicolor damselfish",1,78
"1071",166,"bicolor damselfish",2,75
"1072",166,"black grouper",6,1
"1073",166,"black margate",6,1
"1074",166,"blue chromis",3,1
"1075",166,"blue parrotfish",6,1
"1076",166,"blue tang",4,4
"1077",166,"bluehead wrasse",1,17
"1078",166,"bluehead wrasse",2,41
"1079",166,"bluehead wrasse",3,1
"1080",166,"bluehead wrasse",6,1
"1081",166,"bridled goby",1,25
"1082",166,"bridled goby",2,10
"1083",166,"brown chromis",3,8
"1084",166,"butter hamlet",2,2
"1085",166,"clown wrasse",2,2
"1086",166,"colon goby",1,10
"1087",166,"creole wrasse",1,1
"1088",166,"creole wrasse",2,23
"1089",166,"creole wrasse",3,19
"1090",166,"creole wrasse",4,34
"1091",166,"foureye butterflyfish",2,4
"1092",166,"french angelfish",6,1
"1093",166,"french grunt",4,2
"1094",166,"goldspot goby",1,27
"1095",166,"goldspot goby",2,3
"1096",166,"graysby",2,1
"1097",166,"graysby",3,2
"1098",166,"greenblotch parrotfish",1,5
"1099",166,"greenblotch parrotfish",2,2
"1100",166,"harlequin bass",2,6
"1101",166,"masked goby",1,358
"1102",166,"nassau grouper",6,1
"1103",166,"ocean surgeonfish",4,2
"1104",166,"pallid goby",1,9
"1105",166,"porkfish",2,1
"1106",166,"princess parrotfish",5,2
"1107",166,"queen angelfish",4,1
"1108",166,"redband parrotfish",1,31
"1109",166,"redband parrotfish",2,20
"1110",166,"redband parrotfish",3,2
"1111",166,"redband parrotfish",4,4
"1112",166,"redband parrotfish",5,1
"1113",166,"reef butterflyfish",2,2
"1114",166,"roughhead blenny",1,6
"1115",166,"scrawled filefish",6,1
"1116",166,"sharpnose puffer",1,20
"1117",166,"sharpnose puffer",2,1
"1118",166,"smooth trunkfish",3,1
"1119",166,"spotfin butterflyfish",3,1
"1120",166,"stoplight parrotfish",2,2
"1121",166,"stoplight parrotfish",5,1
"1122",166,"striped parrotfish",1,6
"1123",166,"striped parrotfish",2,2
"1124",166,"trumpetfish",5,1
"1125",166,"yellowhead wrasse",1,13
"1126",166,"yellowhead wrasse",2,19
"1127",166,"yellowhead wrasse",3,7
"1128",166,"yellowhead wrasse",4,2
"1129",168,"balloonfish",4,1
"1130",168,"beaugregory",1,13
"1131",168,"beaugregory",2,29
"1132",168,"bicolor damselfish",2,1
"1133",168,"blue angelfish",1,1
"1134",168,"blue angelfish",2,1
"1135",168,"blue parrotfish",1,1
"1136",168,"blue parrotfish",2,1
"1137",168,"blue parrotfish",3,1
"1138",168,"blue tang",3,2
"1139",168,"bluehead wrasse",2,5
"1140",168,"bluehead wrasse",3,1
"1141",168,"bluestriped grunt",2,2
"1142",168,"bridled goby",1,3
"1143",168,"bridled goby",2,1
"1144",168,"butter hamlet",2,5
"1145",168,"dusky damselfish",2,3
"1146",168,"foureye butterflyfish",2,7
"1147",168,"french grunt",2,15
"1148",168,"french grunt",3,1
"1149",168,"goldspot goby",1,2
"1150",168,"goldspot goby",2,6
"1151",168,"gray angelfish",2,1
"1152",168,"gray angelfish",5,2
"1153",168,"hogfish",5,1
"1154",168,"hogfish",6,2
"1155",168,"ocean surgeonfish",2,1
"1156",168,"queen angelfish",1,1
"1157",168,"queen angelfish",2,3
"1158",168,"redband parrotfish",2,7
"1159",168,"redband parrotfish",3,2
"1160",168,"redband parrotfish",4,1
"1161",168,"roughhead blenny",1,6
"1162",168,"schoolmaster snapper",3,1
"1163",168,"sergeant major",2,2
"1164",168,"sharpnose puffer",1,1
"1165",168,"spotfin butterflyfish",2,1
"1166",168,"stoplight parrotfish",1,2
"1167",168,"stoplight parrotfish",2,7
"1168",168,"stoplight parrotfish",3,1
"1169",168,"striped parrotfish",1,24
"1170",168,"striped parrotfish",2,40
"1171",168,"threespot damselfish",1,1
"1172",168,"threespot damselfish",2,2
"1173",168,"white grunt",2,52
"1174",168,"white grunt",3,4
"1175",168,"white grunt",4,4
"1176",168,"white grunt",5,2
"1177",168,"yellowtail snapper",3,1
"1178",169,"atlantic spadefish",5,1
"1179",169,"beaugregory",1,37
"1180",169,"beaugregory",2,42
"1181",169,"bicolor damselfish",1,3
"1182",169,"blue parrotfish",2,2
"1183",169,"bluestriped grunt",4,3
"1184",169,"bluestriped grunt",5,6
"1185",169,"bridled goby",1,23
"1186",169,"bridled goby",2,12
"1187",169,"butter hamlet",2,3
"1188",169,"colon goby",1,1
"1189",169,"doctorfish",1,1
"1190",169,"doctorfish",3,1
"1191",169,"dusky damselfish",1,1
"1192",169,"foureye butterflyfish",1,2
"1193",169,"foureye butterflyfish",2,4
"1194",169,"french angelfish",4,1
"1195",169,"french grunt",1,11
"1196",169,"french grunt",2,49
"1197",169,"goldspot goby",1,2
"1198",169,"goldspot goby",2,14
"1199",169,"gray angelfish",4,1
"1200",169,"gray snapper",2,1
"1201",169,"gray snapper",4,1
"1202",169,"gray snapper",5,3
"1203",169,"green moray",6,1
"1204",169,"hogfish",4,1
"1205",169,"neon goby",1,1
"1206",169,"ocean surgeonfish",1,1
"1207",169,"ocean surgeonfish",2,1
"1208",169,"ocean surgeonfish",3,1
"1209",169,"queen angelfish",1,1
"1210",169,"queen angelfish",2,2
"1211",169,"red grouper",5,2
"1212",169,"red grouper",6,1
"1213",169,"redband parrotfish",2,10
"1214",169,"sergeant major",1,12
"1215",169,"sergeant major",2,4
"1216",169,"spotfin butterflyfish",3,4
"1217",169,"spotted moray",6,1
"1218",169,"stoplight parrotfish",1,6
"1219",169,"stoplight parrotfish",2,10
"1220",169,"striped parrotfish",1,44
"1221",169,"striped parrotfish",2,75
"1222",169,"threespot damselfish",2,4
"1223",169,"tomtate",1,217
"1224",169,"tomtate",2,51
"1225",169,"white grunt",1,5
"1226",169,"white grunt",2,18
"1227",169,"white grunt",4,37
"1228",169,"white grunt",5,9
"1229",169,"yellowhead wrasse",4,1
"1230",170,"balloonfish",4,1
"1231",170,"beaugregory",1,2
"1232",170,"beaugregory",2,21
"1233",170,"bicolor damselfish",1,1
"1234",170,"bicolor damselfish",2,1
"1235",170,"blue hamlet",2,2
"1236",170,"blue tang",4,3
"1237",170,"bluehead wrasse",2,2
"1238",170,"bluestriped grunt",2,1
"1239",170,"bluestriped grunt",4,12
"1240",170,"bluestriped grunt",5,7
"1241",170,"bridled goby",1,5
"1242",170,"bridled goby",2,1
"1243",170,"butter hamlet",2,1
"1244",170,"doctorfish",5,1
"1245",170,"dusky damselfish",1,1
"1246",170,"foureye butterflyfish",2,1
"1247",170,"french grunt",1,2
"1248",170,"french grunt",2,7
"1249",170,"french grunt",3,2
"1250",170,"french grunt",4,2
"1251",170,"gag grouper",6,1
"1252",170,"goldspot goby",1,3
"1253",170,"goldspot goby",2,8
"1254",170,"gray angelfish",4,1
"1255",170,"gray snapper",3,1
"1256",170,"gray snapper",4,7
"1257",170,"gray snapper",5,12
"1258",170,"highhat",3,1
"1259",170,"hogfish",4,1
"1260",170,"hogfish",5,1
"1261",170,"neon goby",1,1
"1262",170,"porkfish",3,1
"1263",170,"queen angelfish",2,1
"1264",170,"red grouper",6,1
"1265",170,"redband parrotfish",1,4
"1266",170,"redband parrotfish",2,18
"1267",170,"redband parrotfish",3,4
"1268",170,"redband parrotfish",4,1
"1269",170,"roughhead blenny",1,8
"1270",170,"saucereye porgy",4,1
"1271",170,"sergeant major",2,1
"1272",170,"sharpnose puffer",2,1
"1273",170,"slippery dick",2,4
"1274",170,"spotfin butterflyfish",2,2
"1275",170,"spotted moray",6,1
"1276",170,"stoplight parrotfish",1,9
"1277",170,"stoplight parrotfish",2,5
"1278",170,"striped parrotfish",1,35
"1279",170,"striped parrotfish",2,18
"1280",170,"threespot damselfish",1,1
"1281",170,"threespot damselfish",2,1
"1282",170,"tomtate",1,326
"1283",170,"tomtate",2,10
"1284",170,"trumpetfish",6,1
"1285",170,"white grunt",2,108
"1286",170,"white grunt",3,11
"1287",170,"white grunt",4,38
"1288",170,"white grunt",5,9
"1289",170,"yellowtail snapper",2,1
"1290",170,"yellowtail snapper",3,3
"1291",171,"barracuda",6,1
"1292",171,"beaugregory",2,1
"1293",171,"bicolor damselfish",1,59
"1294",171,"bicolor damselfish",2,43
"1295",171,"blue chromis",2,4
"1296",171,"blue chromis",3,1
"1297",171,"blue tang",4,1
"1298",171,"bluehead wrasse",1,45
"1299",171,"bluehead wrasse",2,89
"1300",171,"bluehead wrasse",3,5
"1301",171,"bluelip parrotfish",2,1
"1302",171,"bridled goby",1,23
"1303",171,"bridled goby",2,1
"1304",171,"butter hamlet",2,1
"1305",171,"clown wrasse",2,8
"1306",171,"clown wrasse",3,3
"1307",171,"colon goby",1,2
"1308",171,"foureye butterflyfish",2,2
"1309",171,"goldspot goby",1,25
"1310",171,"goldspot goby",2,2
"1311",171,"greenblotch parrotfish",1,13
"1312",171,"greenblotch parrotfish",2,5
"1313",171,"harlequin bass",1,1
"1314",171,"harlequin bass",2,2
"1315",171,"longfin damselfish",2,1
"1316",171,"masked goby",1,66
"1317",171,"ocean surgeonfish",3,6
"1318",171,"ocean surgeonfish",4,4
"1319",171,"pallid goby",1,2
"1320",171,"redband parrotfish",1,20
"1321",171,"redband parrotfish",2,12
"1322",171,"redband parrotfish",3,1
"1323",171,"redband parrotfish",4,1
"1324",171,"redband parrotfish",5,1
"1325",171,"roughhead blenny",1,3
"1326",171,"round scad",3,22
"1327",171,"round scad",4,8
"1328",171,"sharpnose puffer",1,10
"1329",171,"sharpnose puffer",2,2
"1330",171,"slippery dick",2,1
"1331",171,"stoplight parrotfish",1,3
"1332",171,"stoplight parrotfish",2,3
"1333",171,"striped parrotfish",1,21
"1334",171,"striped parrotfish",2,12
"1335",171,"yellowhead wrasse",1,9
"1336",171,"yellowhead wrasse",2,35
"1337",171,"yellowhead wrasse",3,2
"1338",171,"yellowhead wrasse",4,1
"1339",172,"bicolor damselfish",1,58
"1340",172,"bicolor damselfish",2,27
"1341",172,"blue chromis",1,1
"1342",172,"blue chromis",2,11
"1343",172,"bluehead wrasse",1,28
"1344",172,"bluehead wrasse",2,119
"1345",172,"bluehead wrasse",3,5
"1346",172,"bluelip parrotfish",1,6
"1347",172,"bluelip parrotfish",2,1
"1348",172,"bridled goby",1,31
"1349",172,"bridled goby",2,4
"1350",172,"butter hamlet",1,1
"1351",172,"butter hamlet",2,1
"1352",172,"clown wrasse",2,2
"1353",172,"colon goby",1,7
"1354",172,"doctorfish",5,1
"1355",172,"goldspot goby",1,42
"1356",172,"goldspot goby",2,6
"1357",172,"graysby",2,1
"1358",172,"greenblotch parrotfish",1,21
"1359",172,"greenblotch parrotfish",2,8
"1360",172,"harlequin bass",2,7
"1361",172,"hogfish",5,1
"1362",172,"lantern bass",1,1
"1363",172,"masked goby",1,1
"1364",172,"ocean surgeonfish",3,2
"1365",172,"ocean surgeonfish",4,1
"1366",172,"pallid goby",1,6
"1367",172,"redband parrotfish",1,21
"1368",172,"redband parrotfish",2,12
"1369",172,"redband parrotfish",3,5
"1370",172,"redband parrotfish",4,2
"1371",172,"redband parrotfish",5,1
"1372",172,"sharpnose puffer",1,8
"1373",172,"spotted scorpionfish",5,1
"1374",172,"stoplight parrotfish",2,1
"1375",172,"striped grunt",2,17
"1376",172,"striped parrotfish",1,4
"1377",172,"striped parrotfish",2,14
"1378",172,"yellowhead wrasse",1,2
"1379",172,"yellowhead wrasse",2,40
"1380",172,"yellowhead wrasse",3,4
"1381",173,"bandtail puffer",2,1
"1382",173,"beaugregory",1,1
"1383",173,"beaugregory",2,6
"1384",173,"bicolor damselfish",1,42
"1385",173,"bicolor damselfish",2,78
"1386",173,"blue chromis",1,6
"1387",173,"blue chromis",2,22
"1388",173,"blue chromis",3,1
"1389",173,"blue runner",5,1
"1390",173,"blue tang",2,1
"1391",173,"bluehead wrasse",1,102
"1392",173,"bluehead wrasse",2,55
"1393",173,"bluehead wrasse",3,1
"1394",173,"bridled goby",1,50
"1395",173,"bridled goby",2,10
"1396",173,"butter hamlet",1,1
"1397",173,"butter hamlet",2,6
"1398",173,"butter hamlet",3,3
"1399",173,"colon goby",1,2
"1400",173,"creole wrasse",1,6
"1401",173,"creole wrasse",2,1
"1402",173,"creole wrasse",4,1
"1403",173,"foureye butterflyfish",2,2
